Site	Parameter	Date (LST)	Value	Unit	QCCode	OPCode
HDSN	WD	2019/08/30 06:14	97.67681	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:15	89.19331	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:16	89.8979	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:17	91.96265	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:18	91.20916	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:19	104.62457	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:20	94.31988	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:21	80.18607	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:22	89.46608	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:23	89.49361	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:24	90.91937	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:25	90.63216	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:26	114.2797	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:27	132.88297	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:28	126.42609	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:29	105.81431	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:30	107.45324	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:31	130.64909	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:32	133.09358	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:33	151.86248	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:34	150.37727	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:35	146.48447	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:36	140.49315	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:37	165.85776	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:38	178.46002	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:39	170.2825	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:40	156.33206	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:41	142.43054	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:42	150.14432	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:43	149.89969	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:44	145.58302	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:45	163.74559	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:46	161.62854	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:47	157.73404	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:48	152.81029	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:49	133.10602	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:50	120.50431	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:51	123.19979	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:52	148.43512	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:53	89.18412	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:54	210.31273	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:55	168.25362	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:56	194.01469	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:57	195.02374	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:58	157.15806	COMPASS DEG	0	1
HDSN	WD	2019/08/30 06:59	121.54321	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:00	206.75712	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:01	220.15341	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:02	222.53377	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:03	180.84049	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:04	134.53564	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:05	175.77141	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:06	163.25075	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:07	161.06198	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:08	134.48231	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:09	159.82912	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:10	148.22043	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:11	172.93965	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:12	146.85474	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:13	195.69046	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:14	200.62227	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:15	220.33079	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:16	186.08829	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:17	181.94989	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:18	176.4021	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:19	188.08762	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:20	169.24951	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:21	146.45344	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:22	159.42638	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:23	153.79156	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:24	156.36295	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:25	174.95319	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:26	169.94253	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:27	140.88909	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:28	147.15302	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:29	160.09311	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:30	144.35646	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:31	113.42925	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:32	150.86192	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:33	160.2615	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:34	173.6646	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:35	231.82426	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:36	229.5793	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:37	215.82768	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:38	161.33551	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:39	133.1644	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:40	98.20207	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:41	213.49945	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:42	167.21474	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:43	158.96257	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:44	112.69218	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:45	81.51807	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:46	84.83059	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:47	78.31004	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:48	48.62647	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:49	24.31213	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:50	85.61634	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:51	59.9326	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:52	51.2157	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:53	102.03902	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:54	74.2441	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:55	98.59493	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:56	107.01789	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:57	120.17062	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:58	102.26122	COMPASS DEG	0	1
HDSN	WD	2019/08/30 07:59	78.96836	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:00	149.23905	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:01	154.26227	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:02	157.53049	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:03	60.95221	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:04	65.60651	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:05	86.48336	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:06	121.88127	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:07	134.39831	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:08	143.78494	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:09	172.41816	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:10	192.61456	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:11	195.96077	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:12	146.07813	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:13	131.91635	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:14	154.40089	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:15	158.90791	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:16	188.86221	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:17	182.88396	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:18	202.05219	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:19	190.39314	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:20	203.46812	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:21	186.80082	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:22	182.54523	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:23	158.28633	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:24	179.87319	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:25	203.17958	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:26	196.01697	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:27	179.56391	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:28	164.27228	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:29	160.42366	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:30	148.50289	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:31	146.36996	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:32	152.2327	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:33	199.19338	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:34	179.81209	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:35	161.84183	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:36	153.32925	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:37	183.12953	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:38	195.27301	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:39	197.40263	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:40	204.65735	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:41	186.16753	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:42	192.98094	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:43	158.6888	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:44	137.72896	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:45	161.07017	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:46	165.95549	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:47	169.38356	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:48	177.93508	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:49	194.52676	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:50	184.87576	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:51	173.2391	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:52	149.31427	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:53	147.60345	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:54	156.91561	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:55	138.97394	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:56	207.83281	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:57	191.7803	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:58	147.25281	COMPASS DEG	0	1
HDSN	WD	2019/08/30 08:59	165.78738	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:00	190.71189	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:01	158.52338	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:02	164.84743	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:03	165.17688	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:04	205.28082	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:05	199.52963	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:06	212.80679	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:07	217.26585	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:08	215.20943	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:09	187.65179	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:10	166.26132	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:11	196.02025	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:12	202.00558	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:13	212.7798	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:14	198.68195	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:15	186.91699	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:16	183.72017	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:17	201.18356	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:18	205.24213	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:19	188.56155	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:20	192.32271	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:21	162.79576	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:22	148.50462	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:23	141.82675	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:24	187.21725	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:25	183.31447	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:26	174.10205	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:27	174.45084	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:28	153.28098	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:29	160.85204	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:30	150.08711	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:31	139.6365	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:32	114.13292	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:33	169.90946	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:34	167.20334	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:35	170.18223	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:36	145.80714	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:37	198.26166	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:38	160.54884	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:39	145.31848	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:40	159.77304	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:41	198.79179	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:42	182.62945	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:43	159.53099	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:44	157.7224	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:45	211.29891	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:46	197.05621	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:47	161.03929	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:48	175.6698	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:49	194.26854	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:50	151.75304	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:51	150.29531	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:52	182.22118	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:53	215.36388	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:54	214.04337	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:55	201.68126	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:56	220.56444	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:57	191.25741	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:58	146.6384	COMPASS DEG	0	1
HDSN	WD	2019/08/30 09:59	173.81441	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:00	156.43709	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:01	150.867	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:02	159.52982	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:03	170.50899	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:04	145.96971	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:05	147.65176	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:06	167.20544	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:07	186.35553	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:08	177.64712	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:09	143.02962	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:10	184.40677	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:11	172.85441	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:12	170.65838	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:13	170.2348	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:14	186.7688	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:15	204.10655	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:16	202.57226	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:17	191.03828	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:18	165.2944	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:19	168.45113	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:20	157.33916	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:21	194.94151	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:22	198.04976	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:23	197.42442	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:24	206.48183	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:25	149.25822	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:26	166.55353	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:27	181.4447	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:28	151.55814	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:29	162.4147	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:30	208.47309	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:31	197.35875	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:32	212.76978	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:33	196.20656	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:34	206.13435	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:35	193.62201	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:36	199.48469	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:37	190.83453	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:38	178.72966	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:39	180.06141	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:40	206.23888	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:41	195.79675	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:42	198.10949	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:43	201.01498	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:44	181.42783	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:45	163.09706	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:46	164.98262	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:47	177.53102	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:48	161.56125	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:49	196.645	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:50	172.46629	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:51	200.49186	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:52	219.35983	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:53	198.15443	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:54	160.43388	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:55	187.15172	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:56	180.25856	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:57	209.56209	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:58	198.05275	COMPASS DEG	0	1
HDSN	WD	2019/08/30 10:59	209.36656	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:00	212.54388	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:01	181.08496	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:02	161.4411	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:03	158.14922	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:04	193.38953	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:05	207.58812	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:06	202.64904	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:07	199.97452	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:08	189.68648	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:09	208.32975	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:10	199.70782	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:11	168.64641	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:12	202.72934	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:13	196.83952	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:14	202.81697	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:15	194.99957	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:16	190.50356	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:17	177.54208	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:18	172.70774	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:19	157.57591	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:20	169.63299	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:21	145.64319	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:22	199.57224	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:23	198.48173	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:24	181.36677	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:25	171.62975	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:26	161.92815	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:27	157.19506	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:28	164.0289	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:29	149.44623	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:30	185.37556	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:31	158.76144	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:32	148.15791	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:33	148.65769	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:34	148.67703	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:35	145.15584	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:36	142.35181	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:37	156.43269	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:38	146.86104	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:39	145.05483	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:40	148.47116	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:41	149.49501	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:42	151.31676	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:43	160.56868	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:44	148.72063	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:45	179.51578	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:46	178.4039	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:47	159.19154	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:48	155.03493	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:49	171.5508	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:50	174.66157	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:51	200.23717	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:52	194.84489	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:53	162.01109	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:54	155.66851	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:55	140.89668	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:56	146.2253	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:57	154.32226	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:58	156.24127	COMPASS DEG	0	1
HDSN	WD	2019/08/30 11:59	148.31187	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:00	185.61875	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:01	170.17177	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:02	187.89622	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:03	168.67273	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:04	183.17253	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:05	178.16844	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:06	166.3508	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:07	174.80075	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:08	193.67273	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:09	176.51775	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:10	176.20564	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:11	153.23105	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:12	185.83957	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:13	187.13303	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:14	201.02423	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:15	200.14835	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:16	167.12361	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:17	158.19608	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:18	166.63257	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:19	165.95058	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:20	176.01437	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:21	171.21785	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:22	168.59769	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:23	154.93252	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:24	173.68786	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:25	158.23755	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:26	161.33473	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:27	155.15541	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:28	149.75803	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:29	158.43738	COMPASS DEG	0	1
HDSN	WD	2019/08/30 12:30	187.68447	COMPASS DEG	0	1
